reference,class_id
2014_12_19_15,3.0
2014_12_19_16,4.0
2014_12_19_17,3.0
2014_12_20_06,4.0
2014_12_20_07,4.0
2014_12_20_08,4.0
2014_12_20_09,4.0
2014_12_20_10,4.0
2014_12_20_11,4.0
2014_12_20_12,4.0
2014_12_20_13,3.0
2014_12_21_06,4.0
2014_12_21_07,4.0
2014_12_21_08,4.0
2014_12_21_09,4.0
2014_12_21_10,4.0
2014_12_21_11,4.0
2014_12_21_14,3.0
2014_12_21_15,3.0
2014_12_21_17,3.0
2014_12_22_06,3.0
2014_12_22_07,3.0
2014_12_24_10,4.0
2014_12_24_12,4.0
2014_12_24_13,4.0
2014_12_24_14,4.0
2014_12_24_15,4.0
2014_12_24_16,3.0
2014_12_25_06,3.0
2014_12_25_07,3.0
2014_12_25_08,3.0
2014_12_25_09,3.0
2014_12_25_10,4.0
2014_12_25_11,4.0
2014_12_25_12,4.0
2014_12_25_13,4.0
2014_12_25_14,4.0
2014_12_25_15,4.0
2014_12_25_16,3.0
2014_12_25_17,3.0
2014_12_26_06,3.0
2014_12_26_07,3.0
2014_12_26_08,3.0
2014_12_26_09,3.0
2014_12_26_10,4.0
2014_12_26_11,4.0
2015_01_12_14,4.0
2015_01_12_15,4.0
2015_01_12_16,4.0
2015_01_12_17,4.0
2015_01_13_06,4.0
2015_01_13_07,4.0
2015_01_13_08,4.0
2015_01_13_09,4.0
2015_01_13_10,4.0
2015_01_13_11,4.0
2015_01_16_06,4.0
2015_01_16_07,4.0
2015_01_16_08,4.0
2015_01_16_09,4.0
2015_01_16_10,3.0
2015_01_16_11,3.0
2015_01_16_12,3.0
2015_01_16_13,3.0
2015_01_16_14,3.0
2015_01_16_15,3.0
2015_01_16_16,3.0
2015_01_16_17,4.0
2015_01_17_07,4.0
2015_01_17_08,4.0
2015_01_17_09,4.0
2015_01_17_10,4.0
2015_01_17_11,4.0
2015_01_17_12,3.0
2015_01_17_13,3.0
2015_01_17_14,3.0
2015_01_17_15,3.0
2015_01_17_16,4.0
2015_01_17_17,4.0
2015_01_18_07,4.0
2015_01_18_08,4.0
2015_01_18_09,4.0
2015_01_18_10,4.0
2015_01_18_11,4.0
2015_01_18_12,4.0
2015_01_18_13,3.0
2015_01_18_14,3.0
2015_01_18_15,3.0
2015_01_18_16,3.0
2015_01_18_17,3.0
2015_01_19_06,3.0
2015_01_19_07,4.0
2015_01_19_08,4.0
2015_01_19_09,4.0
2015_01_19_10,4.0
2015_01_19_11,4.0
2015_01_19_12,3.0
2015_01_19_13,3.0
2015_01_19_14,3.0
2015_01_19_15,1.0
2015_01_19_16,1.0
2015_01_19_17,1.0
2015_01_20_06,3.0
2015_01_20_07,3.0
2015_01_20_08,4.0
2015_01_20_09,4.0
2015_01_20_10,4.0
2015_01_20_11,4.0
2015_01_20_12,4.0
2015_01_20_13,3.0
2015_01_20_14,3.0
2015_01_20_15,1.0
2015_01_20_16,1.0
2015_01_20_17,1.0
2015_01_21_06,1.0
2015_01_21_07,3.0
2015_01_21_08,3.0
2015_01_21_09,4.0
2015_01_21_10,4.0
2015_01_21_11,4.0
2015_01_21_12,4.0
2015_01_21_13,4.0
2015_01_21_14,3.0
2015_01_21_15,3.0
2015_01_21_16,3.0
2015_01_21_17,1.0
2015_01_22_06,1.0
2015_01_22_07,3.0
2015_01_22_08,3.0
2015_01_22_09,4.0
2015_01_22_10,4.0
2015_01_22_11,4.0
2015_01_22_12,4.0
2015_01_22_13,4.0
2015_01_22_14,4.0
2015_01_22_15,3.0
2015_01_22_16,3.0
2015_01_22_17,1.0
2015_01_23_06,3.0
2015_01_23_07,1.0
2015_01_23_08,3.0
2015_01_23_09,3.0
2015_01_23_10,4.0
2015_01_23_11,4.0
2015_01_23_12,4.0
2015_01_23_13,4.0
2015_01_23_14,4.0
2015_01_23_15,3.0
2015_01_23_16,3.0
2015_01_23_17,1.0
2015_01_24_06,1.0
2015_01_24_07,1.0
2015_01_24_08,3.0
2015_01_24_09,3.0
2015_01_24_10,3.0
2015_01_24_11,4.0
2015_01_24_12,4.0
2015_01_24_13,4.0
2015_01_24_14,4.0
2015_01_24_15,4.0
2015_01_24_16,3.0
2015_01_24_17,3.0
2015_01_25_06,3.0
2015_01_25_07,3.0
2015_01_25_08,3.0
2015_01_25_09,3.0
2015_01_25_10,3.0
2015_01_25_11,3.0
2015_01_25_12,4.0
2015_01_25_13,4.0
2015_01_25_14,4.0
2015_01_25_15,4.0
2015_01_25_16,4.0
2015_01_25_17,3.0
2015_01_26_07,3.0
2015_01_26_08,3.0
2015_01_26_09,3.0
2015_01_26_10,3.0
2015_01_26_12,3.0
2015_01_26_13,4.0
2015_01_26_14,4.0
2015_01_26_15,4.0
2015_01_26_16,4.0
2015_01_26_17,4.0
2015_01_27_07,3.0
2015_01_27_08,3.0
2015_01_27_09,3.0
2015_01_27_10,3.0
2015_01_27_11,3.0
2015_01_27_12,3.0
2015_01_27_13,3.0
2015_01_27_14,4.0
2015_01_27_15,4.0
2015_01_27_16,4.0
2015_01_27_17,4.0
2015_01_28_06,4.0
2015_01_28_07,3.0
2015_01_28_08,3.0
2015_01_28_09,3.0
2015_01_28_10,3.0
2015_01_28_11,3.0
2015_01_28_12,3.0
2015_01_28_13,3.0
2015_01_28_14,3.0
2015_01_28_15,3.0
2015_01_28_16,4.0
2015_01_28_17,4.0
2015_01_29_06,3.0
2015_01_29_07,3.0
2015_01_29_08,3.0
2015_01_29_09,3.0
2015_01_29_11,3.0
2015_01_29_12,3.0
2015_01_29_13,3.0
2015_01_29_14,3.0
2015_01_29_15,3.0
2015_01_29_16,3.0
2015_01_29_17,3.0
2015_01_30_07,4.0
2015_01_30_08,4.0
2015_01_30_09,3.0
2015_01_30_10,3.0
2015_01_30_11,3.0
2015_01_30_12,3.0
2015_01_30_13,3.0
2015_01_30_14,3.0
2015_01_30_15,3.0
2015_01_30_16,3.0
2015_01_30_17,3.0
2015_01_31_06,3.0
2015_01_31_07,4.0
2015_01_31_08,4.0
2015_01_31_09,4.0
2015_01_31_10,4.0
2015_01_31_11,3.0
2015_01_31_12,3.0
2015_01_31_13,3.0
2015_01_31_14,3.0
2015_01_31_15,3.0
2015_01_31_16,3.0
2015_01_31_17,3.0
2015_02_01_06,3.0
2015_02_01_08,4.0
2015_02_01_09,4.0
2015_02_01_10,4.0
2015_02_01_11,4.0
2015_02_01_12,3.0
2015_02_01_13,3.0
2015_02_01_14,3.0
2015_02_01_15,3.0
2015_02_01_16,3.0
2015_02_01_17,3.0
2015_02_02_06,3.0
2015_02_02_07,3.0
2015_02_02_08,4.0
2015_02_02_09,4.0
2015_02_02_10,4.0
2015_02_02_11,4.0
2015_02_02_12,3.0
2015_02_02_13,3.0
2015_02_02_14,3.0
2015_02_02_15,3.0
2015_02_02_16,1.0
2015_02_03_06,3.0
2015_02_03_07,3.0
2015_02_03_08,4.0
2015_02_03_09,4.0
2015_02_03_10,4.0
2015_02_03_11,4.0
2015_02_03_12,4.0
2015_02_03_13,3.0
2015_02_03_14,3.0
2015_02_03_15,3.0
2015_02_03_16,1.0
2015_02_03_17,1.0
2015_02_04_06,3.0
2015_02_04_07,3.0
2015_02_04_08,4.0
2015_02_04_09,4.0
2015_02_04_10,4.0
2015_02_04_11,4.0
2015_02_04_12,4.0
2015_02_04_13,4.0
2015_02_04_14,3.0
2015_02_04_15,3.0
2015_02_04_16,3.0
2015_02_04_17,1.0
2015_02_05_06,3.0
2015_02_05_07,3.0
2015_02_05_08,3.0
2015_02_05_09,4.0
2015_02_05_10,4.0
2015_02_05_11,4.0
2015_02_05_12,4.0
2015_02_05_13,4.0
2015_02_05_14,3.0
2015_02_05_15,3.0
2015_02_05_16,3.0
2015_02_05_17,1.0
2015_02_06_06,1.0
2015_02_06_07,3.0
2015_02_06_08,3.0
2015_02_06_09,3.0
2015_02_06_10,4.0
2015_02_06_11,4.0
2015_02_10_14,4.0
2015_02_10_15,4.0
2015_02_10_16,4.0
2015_02_10_17,4.0
2015_02_11_06,4.0
2015_02_11_07,3.0
2015_02_11_08,3.0
2015_02_11_09,3.0
2015_02_11_10,3.0
2015_02_11_11,4.0
2015_02_11_12,4.0
2015_02_11_13,4.0
2015_02_11_14,4.0
2015_02_11_15,4.0
2015_02_11_16,4.0
2015_02_11_17,4.0
2015_02_12_06,4.0
2015_02_12_08,3.0
2015_02_12_09,3.0
2015_02_12_10,3.0
2015_02_12_11,3.0
2015_02_12_12,4.0
2015_02_12_13,4.0
2015_02_12_14,4.0
2015_02_12_15,4.0
2015_02_12_16,4.0
2015_02_12_17,4.0
2015_02_13_06,4.0
2015_02_13_07,4.0
2015_02_13_08,4.0
2015_02_13_09,4.0
2015_02_13_10,3.0
2015_02_13_11,3.0
2015_02_13_12,3.0
2015_02_13_13,4.0
2015_02_13_14,4.0
2015_02_13_15,4.0
2015_02_13_16,4.0
2015_02_13_17,4.0
2015_02_14_08,2.0
2015_02_14_09,4.0
2015_02_14_10,3.0
2015_02_14_11,3.0
2015_02_14_12,3.0
2015_02_14_13,3.0
2015_02_14_14,3.0
2015_02_14_15,3.0
2015_02_14_16,3.0
2015_02_14_17,4.0
2015_02_15_07,4.0
2015_02_15_08,4.0
2015_02_15_09,4.0
2015_02_15_10,4.0
2015_02_15_11,3.0
2015_02_15_12,3.0
2015_02_15_13,3.0
2015_02_15_14,3.0
2015_02_15_15,3.0
2015_02_15_16,3.0
2015_02_15_17,4.0
2015_02_16_06,4.0
2015_02_16_08,4.0
2015_02_16_09,4.0
2015_02_16_10,4.0
2015_02_16_11,4.0
2015_02_16_12,3.0
2015_02_16_13,3.0
2015_02_16_14,3.0
2015_02_16_15,3.0
2015_02_16_16,3.0
2015_02_16_17,3.0
2015_02_17_06,3.0
2015_02_17_07,4.0
2015_02_17_08,4.0
2015_02_17_09,4.0
2015_02_17_10,4.0
2015_02_17_12,4.0
2015_02_17_13,3.0
2015_02_17_14,3.0
2015_02_17_15,3.0
2015_02_17_16,3.0
2015_02_17_17,3.0
2015_02_18_06,3.0
2015_02_18_07,4.0
2015_02_18_08,4.0
2015_02_18_09,4.0
2015_02_18_10,4.0
2015_02_18_11,4.0
2015_02_18_12,4.0
2015_02_18_13,3.0
2015_02_18_14,3.0
2015_02_18_15,3.0
2015_02_18_16,3.0
2015_02_18_17,3.0
2015_02_19_06,3.0
2015_02_19_07,3.0
2015_02_19_08,4.0
2015_02_19_09,4.0
2015_02_19_10,4.0
2015_02_19_11,4.0
2015_02_19_12,4.0
2015_02_19_13,4.0
2015_02_19_14,3.0
2015_02_19_15,3.0
2015_02_19_16,1.0
2015_02_19_17,1.0
2015_02_20_06,3.0
2015_02_20_08,3.0
2015_02_20_09,3.0
2015_02_20_10,4.0
2015_02_20_11,4.0
2015_02_20_12,4.0
2015_02_20_13,4.0
2015_02_20_14,3.0
2015_02_20_15,3.0
2015_02_20_16,1.0
2015_02_20_17,1.0
2015_02_21_06,1.0
2015_02_21_08,3.0
2015_02_21_09,3.0
2015_02_21_10,4.0
2015_02_21_11,4.0
2015_02_21_12,4.0
2015_02_21_13,4.0
2015_02_21_14,4.0
2015_02_21_15,3.0
2015_02_21_16,3.0
2015_02_21_17,1.0
2015_02_22_06,1.0
2015_02_22_07,1.0
2015_02_22_08,3.0
2015_02_22_09,3.0
2015_02_22_10,4.0
2015_02_22_11,4.0
2015_02_22_12,4.0
2015_02_22_13,4.0
2015_02_22_14,4.0
2015_02_22_15,3.0
2015_02_22_16,3.0
2015_02_22_17,1.0
2015_02_23_08,3.0
2015_02_23_09,3.0
2015_02_23_11,4.0
2015_02_23_12,4.0
2015_02_23_13,4.0
2015_02_23_14,4.0
2015_02_23_15,4.0
2015_02_23_16,3.0
2015_02_23_17,3.0
2015_02_24_06,1.0
2015_02_24_08,1.0
2015_02_24_09,3.0
2015_03_11_08,3.0
2015_03_11_09,3.0
2015_03_11_10,4.0
2015_03_11_11,4.0
2015_03_11_12,4.0
2015_03_11_13,4.0
2015_03_11_14,4.0
2015_03_11_15,4.0
2015_03_11_17,3.0
2015_03_12_07,3.0
2015_03_12_08,3.0
2015_03_12_09,3.0
2015_03_12_10,4.0
2015_03_12_11,4.0
2015_03_12_13,2.0
2015_03_12_14,4.0
2015_03_12_15,4.0
2015_03_12_16,4.0
2015_03_12_17,4.0
2015_03_13_09,3.0
2015_03_13_10,4.0
2015_03_13_11,4.0
2015_03_13_12,4.0
2015_03_13_13,4.0
2015_03_13_14,4.0
2015_03_13_15,2.0
2015_03_13_16,4.0
2015_03_13_17,4.0
2015_03_14_07,4.0
2015_03_14_08,3.0
2015_03_14_09,3.0
2015_03_14_10,4.0
2015_03_14_11,4.0
2015_03_14_12,4.0
2015_03_14_13,4.0
2015_03_14_14,4.0
2015_03_14_15,4.0
2015_03_14_17,2.0
2015_03_15_06,4.0
2015_03_15_07,4.0
2015_03_15_09,4.0
2015_03_15_10,3.0
2015_03_15_11,3.0
2015_03_15_12,3.0
2015_03_15_13,4.0
2015_03_15_14,4.0
2015_03_15_15,4.0
2015_03_15_16,4.0
2015_03_15_17,4.0
2015_03_16_07,4.0
2015_03_16_09,4.0
2015_03_16_10,4.0
2015_03_16_11,3.0
2015_03_16_12,3.0
2015_03_16_13,3.0
2015_03_16_14,3.0
2015_03_16_15,4.0
2015_03_16_16,4.0
2015_03_16_17,4.0
2015_03_17_06,4.0
2015_03_17_07,4.0
2015_03_17_08,4.0
2015_03_17_09,4.0
2015_03_17_10,4.0
2015_03_17_11,3.0
2015_03_17_12,3.0
2015_03_17_13,3.0
2015_03_17_14,3.0
2015_03_17_15,3.0
2015_03_17_16,4.0
2015_03_17_17,4.0
2015_03_18_07,4.0
2015_03_18_08,4.0
2015_03_18_09,4.0
2015_03_18_10,4.0
2015_03_18_11,3.0
2015_03_18_12,3.0
2015_03_18_13,1.0
2015_03_18_14,1.0
2015_03_18_15,1.0
2015_03_18_16,3.0
2015_03_18_17,4.0
2015_03_19_07,4.0
2015_03_19_08,4.0
2015_03_19_09,4.0
2015_03_19_10,4.0
2015_03_19_11,4.0
2015_03_19_12,3.0
2015_03_19_13,1.0
2015_03_19_14,1.0
2015_03_19_15,1.0
2015_03_19_16,3.0
2015_03_20_06,4.0
2015_03_20_07,4.0
2015_03_20_08,4.0
2015_03_20_09,4.0
2015_03_20_10,4.0
2015_03_20_11,4.0
2015_03_20_12,4.0
2015_03_20_13,3.0
2015_03_20_14,3.0
2015_03_20_15,1.0
2015_03_20_17,1.0
2015_03_21_07,3.0
2015_03_21_08,4.0
2015_03_21_09,4.0
2015_03_21_10,4.0
2015_03_21_11,4.0
2015_03_21_12,4.0
2015_03_21_13,3.0
2015_03_21_14,3.0
2015_03_21_15,1.0
2015_03_21_16,1.0
2015_03_22_06,1.0
2015_03_22_07,3.0
2015_03_22_08,4.0
2015_03_22_09,4.0
2015_03_22_10,4.0
2015_03_22_11,4.0
2015_03_22_12,4.0
2015_03_22_13,4.0
2015_03_22_14,3.0
2015_03_22_15,1.0
2015_03_22_16,1.0
2015_03_23_08,3.0
2015_03_23_09,4.0
2015_03_23_10,4.0
2015_03_23_11,4.0
2015_03_23_12,4.0
2015_03_23_13,4.0
2015_03_23_14,4.0
2015_03_23_15,3.0
2015_03_23_16,1.0
2015_03_24_06,1.0
2015_03_24_07,3.0
2015_03_24_08,3.0
2015_03_24_09,4.0
2015_03_24_10,4.0
2015_03_24_11,4.0
2015_03_24_12,4.0
2015_03_24_13,4.0
2015_03_24_14,4.0
2015_03_24_15,4.0
2015_03_24_16,3.0
2015_03_25_09,3.0
2015_03_25_10,4.0
2015_03_25_11,4.0
2015_03_25_12,4.0
2015_03_25_13,4.0
2015_03_25_14,4.0
2015_03_25_15,4.0
2015_03_26_06,3.0
2015_03_26_07,3.0
2015_03_26_08,3.0
2015_03_26_09,3.0
2015_03_26_10,3.0
2015_03_26_11,3.0
2015_03_26_12,4.0
2015_03_26_13,4.0
2015_03_26_14,4.0
2015_03_26_15,4.0
2015_03_26_16,
2015_03_27_07,3.0
2015_03_27_09,3.0
2015_03_27_10,3.0
2015_03_27_11,3.0
2015_03_27_12,3.0
2015_03_27_13,4.0
2015_03_27_14,4.0
2015_03_28_06,4.0
2015_03_28_07,4.0
2015_03_28_08,4.0
2015_03_28_10,3.0
2015_03_28_11,3.0
2015_03_28_12,3.0
2015_03_28_13,3.0
2015_03_28_14,4.0
2015_03_28_15,4.0
2015_03_28_16,4.0
2015_03_29_08,4.0
2015_03_29_09,4.0
2015_03_29_10,3.0
2015_03_29_11,3.0
2015_03_29_12,3.0
2015_03_29_13,3.0
2015_03_29_14,4.0
2015_03_29_15,4.0
2015_03_29_16,4.0
2015_03_30_06,4.0
2015_03_30_07,4.0
2015_03_30_09,4.0
2015_03_30_10,4.0
2015_03_30_11,3.0
2015_03_30_12,3.0
2015_03_30_13,3.0
2015_03_30_14,3.0
2015_03_30_15,3.0
2015_03_30_16,4.0
2015_03_31_07,4.0
2015_03_31_10,3.0
2015_03_31_11,3.0
2015_03_31_12,3.0
2015_03_31_13,3.0
2015_03_31_14,3.0
2015_03_31_15,3.0
2015_04_01_07,1.0
2015_04_01_08,4.0
2015_04_01_09,4.0
2015_04_01_10,4.0
2015_04_01_11,3.0
2015_04_01_12,3.0
2015_04_01_13,3.0
2015_04_01_14,3.0
2015_04_01_15,3.0
2015_04_01_16,3.0
2015_04_02_06,4.0
2015_04_02_07,4.0
2015_04_02_08,4.0
2015_04_02_09,4.0
2015_04_02_10,4.0
2015_04_02_11,4.0
2015_04_02_12,3.0
2015_04_02_13,3.0
2015_04_02_14,3.0
2015_04_02_15,3.0
2015_04_02_16,1.0
2015_04_03_08,4.0
2015_04_03_09,4.0
2015_04_03_10,4.0
2015_04_03_11,3.0
2015_04_03_12,3.0
2015_04_03_13,3.0
2015_04_03_14,3.0
2015_04_03_15,1.0
2015_04_04_07,4.0
2015_04_04_08,4.0
2015_04_04_10,4.0
2015_04_04_11,3.0
2015_04_04_12,3.0
2015_04_04_13,3.0
2015_04_04_14,1.0
2015_04_04_15,1.0
2015_04_04_16,1.0
2015_04_05_06,3.0
2015_04_05_07,3.0
2015_04_05_08,3.0
2015_04_05_09,4.0
2015_04_05_10,4.0
2015_04_05_11,3.0
2015_04_05_12,3.0
2015_04_05_13,3.0
2015_04_05_14,1.0
2015_04_05_15,1.0
2015_04_06_06,3.0
2015_04_06_08,3.0
2015_04_06_09,4.0
2015_04_06_10,4.0
2015_04_06_11,4.0
2015_04_06_12,3.0
2015_04_06_13,3.0
2015_04_06_14,3.0
2015_04_06_15,1.0
2015_04_06_16,1.0
2015_04_07_06,1.0
2015_04_07_07,1.0
2015_04_07_08,3.0
2015_04_07_09,4.0
2015_04_07_10,4.0
2015_04_07_11,4.0
2015_04_07_12,4.0
2015_04_07_13,4.0
2015_04_07_14,3.0
2015_04_07_15,3.0
2015_04_07_16,3.0
2015_04_08_07,3.0
2015_04_08_08,3.0
2015_04_08_09,3.0
2015_04_08_10,4.0
2015_04_08_11,4.0
2015_04_08_12,4.0
2015_04_08_13,4.0
2015_04_08_14,3.0
2015_04_08_15,3.0
2015_04_08_16,3.0
2015_04_09_06,1.0
2015_04_09_07,1.0
2015_04_09_08,3.0
2015_04_09_09,3.0
2015_04_09_10,4.0
2015_04_09_11,4.0
2015_04_09_12,4.0
2015_04_09_13,4.0
2015_04_09_14,4.0
2015_04_09_15,3.0
2015_04_09_16,3.0
2015_04_10_06,3.0
2015_04_10_08,1.0
2015_04_10_09,3.0
2015_04_10_10,4.0
2015_04_10_11,4.0
2015_04_10_12,4.0
2015_04_10_13,4.0
2015_04_10_14,4.0
2015_04_10_15,4.0
2015_04_11_06,3.0
2015_04_11_07,3.0
2015_04_11_08,3.0
2015_04_11_09,3.0
2015_04_11_10,3.0
2015_04_11_11,4.0
2015_04_11_12,4.0
2015_04_11_13,4.0
2015_04_11_14,4.0
2015_04_11_15,4.0
2015_04_11_16,4.0
2015_04_12_06,3.0
2015_04_12_07,3.0
2015_04_12_08,3.0
2015_04_12_09,3.0
2015_04_12_10,3.0
2015_04_12_11,3.0
2015_04_12_12,4.0
2015_04_12_13,4.0
2015_04_12_14,4.0
2015_04_12_15,4.0
2015_04_12_16,2.0
2015_04_13_06,4.0
2015_04_13_07,3.0
2015_04_13_08,3.0
2015_04_13_09,3.0
2015_04_13_10,3.0
2015_04_13_11,3.0
2015_04_13_12,3.0
2015_04_13_13,3.0
2015_04_13_14,4.0
2015_04_13_15,4.0
2015_04_14_06,4.0
2015_04_14_07,1.0
2015_04_14_08,4.0
2015_04_14_09,3.0
2015_04_14_10,3.0
2015_04_14_11,3.0
2015_04_14_12,3.0
2015_04_14_13,3.0
2015_04_14_14,3.0
2015_04_14_15,4.0
2015_04_14_16,4.0
2015_04_15_06,4.0
2015_04_16_06,3.0
2015_04_16_07,4.0
2015_04_16_08,1.0
2015_04_16_09,4.0
2015_04_16_10,4.0
2015_04_16_11,3.0
2015_04_16_12,3.0
2015_04_16_13,1.0
2015_04_16_14,1.0
2015_04_16_15,1.0
2015_04_16_16,3.0
2015_04_17_06,4.0
2015_04_17_07,4.0
2015_04_17_08,1.0
2015_04_17_09,4.0
2015_04_17_10,4.0
2015_04_17_11,3.0
2015_04_17_12,3.0
2015_04_17_13,1.0
2015_04_17_14,1.0
2015_04_17_15,1.0
2015_04_17_16,3.0
2015_04_18_06,3.0
2015_04_18_09,4.0
2015_04_18_10,4.0
2015_04_18_11,4.0
2015_04_18_12,3.0
2015_04_18_13,1.0
2015_04_18_14,1.0
2015_04_18_15,1.0
2015_04_19_07,3.0
2015_04_19_08,4.0
2015_04_19_09,4.0
2015_04_19_10,3.0
2015_04_19_11,2.0
2015_04_19_12,3.0
2015_04_19_13,3.0
2015_04_19_14,1.0
2015_04_19_15,1.0
2015_04_19_16,1.0
2015_04_20_06,1.0
2015_04_20_07,3.0
2015_04_20_10,4.0
2015_04_24_06,2.0
2015_06_18_11,4.0
2015_06_18_12,4.0
2015_06_18_13,4.0
2015_06_18_16,3.0
2015_06_19_06,3.0
2015_06_19_07,3.0
2015_06_19_08,3.0
2015_06_19_09,4.0
2015_06_19_10,4.0
2015_06_19_11,4.0
2015_06_19_12,4.0
2015_06_19_13,4.0
2015_06_19_14,3.0
2015_06_19_15,3.0
2015_06_19_16,3.0
2015_06_20_07,3.0
2015_06_20_08,3.0
2015_06_20_09,3.0
2015_06_20_10,4.0
2015_06_20_11,4.0
2015_06_20_12,4.0
2015_06_20_13,4.0
2015_06_20_14,4.0
2015_06_20_15,3.0
2015_06_20_16,3.0
2015_06_21_06,3.0
2015_06_21_07,3.0
2015_06_21_08,1.0
2015_06_21_10,4.0
2015_06_21_11,4.0
2015_06_21_12,4.0
2015_06_21_13,4.0
2015_06_21_14,4.0
2015_06_21_15,4.0
2015_06_21_16,3.0
2015_06_22_06,3.0
2015_06_22_07,3.0
2015_06_22_08,4.0
2015_06_22_11,4.0
2015_06_22_12,4.0
2015_06_22_14,4.0
2015_06_22_16,2.0
2015_06_23_06,3.0
2015_06_23_07,3.0
2015_06_23_08,3.0
2015_06_23_09,3.0
2015_06_23_10,1.0
2015_06_23_11,4.0
2015_06_23_12,4.0
2015_06_23_14,4.0
2015_06_23_15,4.0
2015_06_24_06,3.0
2015_06_24_07,3.0
2015_06_24_09,2.0
2015_06_24_10,3.0
2015_06_24_11,4.0
2015_06_24_12,4.0
2015_06_24_13,4.0
2015_06_24_14,4.0
2015_06_24_15,4.0
2015_06_24_16,4.0
2015_06_25_09,3.0
2015_06_25_10,4.0
2015_06_25_11,4.0
2015_06_25_12,4.0
2015_06_25_13,4.0
2015_06_25_14,4.0
2015_06_25_15,4.0
2015_06_25_16,4.0
2015_06_26_06,4.0
2015_06_26_08,3.0
2015_06_26_09,3.0
2015_06_26_11,3.0
2015_06_26_12,3.0
2015_06_26_13,3.0
2015_06_26_14,4.0
2015_06_26_15,4.0
2015_06_26_16,4.0
2015_06_26_17,1.0
2015_06_27_07,4.0
2015_06_27_09,2.0
2015_06_27_10,3.0
2015_06_27_11,3.0
2015_06_27_12,3.0
2015_06_27_13,3.0
2015_06_27_14,3.0
2015_06_27_15,3.0
2015_06_27_16,4.0
2015_06_28_06,4.0
2015_06_28_08,4.0
2015_06_28_13,3.0
2015_06_28_14,3.0
2015_06_28_15,4.0
2015_06_28_16,4.0
2015_06_29_06,4.0
2015_06_29_07,4.0
2015_06_29_08,4.0
2015_06_29_10,4.0
2015_06_29_12,3.0
2015_06_29_13,3.0
2015_06_29_14,3.0
2015_06_29_15,3.0
2015_06_29_16,4.0
2015_06_30_06,4.0
2015_06_30_07,4.0
2015_06_30_08,4.0
2015_06_30_09,4.0
2015_06_30_10,4.0
2015_06_30_12,4.0
2015_06_30_13,3.0
2015_06_30_14,3.0
2015_06_30_15,3.0
2015_07_01_07,4.0
2015_07_01_08,4.0
2015_07_01_09,4.0
2015_07_01_10,4.0
2015_07_01_12,4.0
2015_07_01_13,3.0
2015_07_01_14,3.0
2015_07_01_15,3.0
2015_07_01_16,3.0
2015_07_02_06,1.0
2015_07_02_07,4.0
2015_07_02_08,4.0
2015_07_02_09,4.0
2015_07_02_10,4.0
2015_07_02_11,4.0
2015_07_02_12,4.0
2015_07_02_14,3.0
2015_07_02_15,3.0
2015_07_02_16,3.0
2015_07_03_06,3.0
2015_07_03_08,4.0
2015_07_03_09,4.0
2015_07_03_10,1.0
2015_07_03_13,4.0
2015_07_03_14,3.0
2015_07_03_15,3.0
2015_07_04_08,4.0
2015_07_04_09,4.0
2015_07_04_10,4.0
2015_07_04_14,4.0
2015_07_04_16,3.0
2015_07_05_07,3.0
2015_07_05_08,3.0
2015_07_05_09,4.0
2015_07_05_12,4.0
2015_07_05_14,4.0
2015_07_05_15,3.0
2015_07_06_06,3.0
2015_07_06_07,3.0
2015_07_06_08,3.0
2015_07_06_09,3.0
2015_07_06_11,4.0
2015_07_06_12,4.0
2015_07_06_13,4.0
2015_07_06_14,4.0
2015_07_06_15,3.0
2015_07_06_16,3.0
2015_07_07_06,3.0
2015_07_07_07,3.0
2015_07_07_08,3.0
2015_07_07_09,3.0
2015_07_07_10,3.0
2015_07_07_11,3.0
2015_07_07_12,4.0
2015_07_07_13,4.0
2015_07_07_14,4.0
2015_07_07_15,4.0
2015_07_07_16,3.0
2015_07_08_06,3.0
2015_07_08_07,3.0
2015_07_08_08,3.0
2015_07_08_11,3.0
2015_07_08_12,4.0
2015_07_08_13,4.0
2015_07_08_14,4.0
2015_07_08_15,4.0
2015_07_08_16,4.0
2015_07_09_06,3.0
2015_07_09_07,1.0
2015_07_09_08,3.0
2015_07_09_09,3.0
2015_07_09_10,3.0
2015_07_09_11,3.0
2015_07_09_12,3.0
2015_07_09_13,4.0
2015_07_09_15,4.0
2015_07_09_16,4.0
2015_07_10_06,4.0
2015_07_10_10,3.0
2015_07_10_11,3.0
2015_07_10_12,3.0
2015_07_10_13,3.0
2015_07_10_14,4.0
2015_07_10_16,4.0
2015_07_11_06,4.0
2015_07_11_07,2.0
2015_07_11_08,4.0
2015_07_11_11,3.0
2015_07_11_12,3.0
2015_07_11_13,3.0
2015_07_11_14,3.0
2015_07_11_15,3.0
2015_07_11_16,4.0
2015_07_12_06,4.0
2015_07_12_07,1.0
2015_07_12_08,1.0
2015_07_12_09,4.0
2015_07_12_11,3.0
2015_07_12_12,3.0
2015_07_12_13,3.0
2015_07_12_14,3.0
2015_07_12_15,4.0
2015_07_12_16,4.0
2015_07_13_06,4.0
2015_07_13_07,4.0
2015_07_13_08,4.0
2015_07_13_09,4.0
2015_07_13_11,3.0
2015_07_13_12,3.0
2015_07_13_13,3.0
2015_07_13_14,3.0
2015_07_13_16,4.0
2015_07_14_06,2.0
2015_07_14_07,4.0
2015_07_14_09,4.0
